refund_id,txn_id,refund_amount,refund_date,reason
106,3614,312.29,2026-03-08 13:51:10.642991,Customer Request
107,3662,876.94,2025-07-03 19:27:07.642991,Duplicate
108,3716,232.67,2025-07-29 13:02:41.642991,Customer Request
109,3733,119.12,2026-04-16 09:23:47.642991,Product Issue
110,3785,521.24,2025-07-22 00:19:14.642991,Product Issue
111,3797,207.2,2025-11-27 22:14:46.642991,Product Issue
112,3830,193.23,2026-01-11 06:19:46.642991,Fraud
113,3840,166.97,2025-05-01 10:52:39.642991,Customer Request
114,3847,407.1,2026-02-12 10:49:45.642991,Fraud
115,3860,661.44,2026-02-20 16:16:13.642991,Customer Request
116,3978,382.88,2025-11-17 02:29:14.642991,Duplicate
117,4016,559.5,2025-08-19 23:55:24.642991,Customer Request
118,4050,7.21,2025-05-12 00:34:06.642991,Product Issue
119,4120,302.4,2025-09-26 13:29:51.642991,Fraud
120,4121,169.62,2026-02-19 22:00:41.642991,Product Issue
121,4184,439.96,2025-12-13 18:07:45.642991,Customer Request
122,4241,31.93,2026-03-26 08:13:40.642991,Duplicate
123,4276,364.32,2025-09-14 06:08:55.642991,Customer Request
124,4295,257.55,2026-03-14 08:03:54.642991,Product Issue
125,4328,5.98,2025-10-04 22:48:08.642991,Customer Request
126,4352,347.67,2026-01-01 00:05:01.642991,Duplicate
127,4370,98.86,2026-01-17 13:27:14.642991,Duplicate
128,4417,633.38,2025-05-04 06:27:56.642991,Duplicate
129,4423,382.58,2026-03-02 04:57:53.642991,Customer Request
130,4451,474.29,2025-10-17 02:18:00.642991,Product Issue
131,4504,207.28,2026-01-11 12:28:38.642991,Duplicate
132,4561,676.23,2025-10-14 20:57:19.642991,Product Issue
133,4580,179.86,2026-02-07 20:43:44.642991,Duplicate
134,4589,122.54,2025-08-07 12:51:46.642991,Product Issue
135,4593,406.16,2025-09-14 23:21:24.642991,Customer Request
136,4630,364.81,2025-09-08 16:04:24.642991,Customer Request
137,4666,417.92,2026-02-24 15:07:42.642991,Product Issue
138,4698,281.26,2026-02-28 02:09:11.642991,Duplicate
139,4879,400.54,2026-02-26 17:19:34.642991,Fraud
140,4889,308.7,2026-01-30 13:50:19.642991,Customer Request
141,4959,161.98,2025-10-03 20:03:50.642991,Duplicate
142,4962,473.49,2025-09-28 17:27:16.642991,Customer Request
143,5043,533.17,2025-11-14 22:37:56.642991,Product Issue
144,5068,790.24,2025-06-09 06:56:39.642991,Duplicate
145,5079,60.17,2025-10-25 17:07:18.642991,Product Issue
146,5100,27.15,2026-01-30 05:31:38.642991,Product Issue
147,5142,848.58,2025-12-11 06:54:59.642991,Customer Request
148,5151,537.73,2026-02-28 14:58:06.642991,Duplicate
149,5174,374.14,2025-08-22 22:09:50.642991,Customer Request
150,5188,344.41,2025-07-24 09:26:16.642991,Duplicate
151,5219,756.38,2026-03-02 12:06:39.642991,Fraud
152,5285,268.2,2025-11-27 09:49:18.642991,Duplicate
153,5324,69.07,2025-06-14 12:22:53.642991,Customer Request
154,5370,232.51,2025-05-29 13:34:52.642991,Duplicate
155,5410,150.59,2025-08-12 14:26:22.642991,Duplicate
156,5418,153.13,2025-07-24 21:27:26.642991,Customer Request
157,5482,361.45,2025-07-12 17:44:28.642991,Product Issue
158,5550,34.49,2025-09-24 13:56:49.642991,Duplicate
159,5605,98.49,2025-10-03 06:53:43.642991,Fraud
160,5657,430.54,2025-06-25 12:16:14.642991,Product Issue
161,5685,336.95,2025-04-26 23:31:15.642991,Fraud
162,5707,311.08,2025-09-26 20:37:17.642991,Duplicate
163,5718,281.8,2025-09-16 14:07:08.642991,Product Issue
164,5795,121.71,2026-03-10 22:48:34.642991,Duplicate
165,5854,278.67,2025-12-03 15:36:00.642991,Fraud
166,5859,57.89,2025-08-10 11:00:11.642991,Customer Request
167,5934,106.31,2025-11-15 02:39:32.642991,Fraud
168,5939,872.23,2025-07-09 08:38:33.642991,Fraud
169,5944,816.53,2025-05-17 21:05:04.642991,Fraud
170,6023,623.95,2026-01-25 23:44:52.642991,Customer Request
171,6052,166.63,2025-12-18 00:42:56.642991,Fraud
172,6053,750.43,2025-08-13 06:41:48.642991,Fraud
173,6093,3.69,2025-08-04 05:59:07.642991,Customer Request
174,6150,107.36,2026-02-25 13:29:32.642991,Product Issue
175,6198,566.52,2025-10-31 20:32:24.642991,Customer Request
176,6230,358.33,2025-05-10 03:34:57.642991,Duplicate
177,6243,50.88,2026-01-13 07:42:25.642991,Product Issue
178,6301,380.01,2026-02-27 03:07:02.642991,Fraud
179,6328,206.58,2026-01-23 01:50:35.642991,Customer Request
180,6366,82.52,2025-07-12 19:41:15.642991,Customer Request
181,6385,417.49,2025-05-30 01:31:25.642991,Customer Request
182,6399,533.94,2025-06-03 20:03:10.642991,Product Issue
183,6419,29.44,2025-08-24 22:35:55.642991,Duplicate
184,6514,497.42,2025-11-30 22:15:10.642991,Fraud
185,6524,76.1,2025-06-01 11:40:41.642991,Customer Request
186,6531,634.12,2026-01-08 06:11:19.642991,Fraud
187,6554,289.92,2026-02-11 07:47:32.642991,Fraud
188,6573,80.26,2025-12-04 01:01:47.642991,Duplicate
189,6618,128.29,2025-12-14 11:54:26.642991,Duplicate
190,6621,154.08,2026-01-05 17:11:58.642991,Product Issue
191,6652,302.97,2025-06-06 00:54:38.642991,Customer Request
192,6670,701.95,2025-10-03 11:06:03.642991,Product Issue
193,6742,470.83,2025-11-24 05:52:44.642991,Product Issue
194,6786,110.2,2026-04-01 06:38:16.642991,Customer Request
195,6793,329.36,2025-05-05 07:30:38.642991,Fraud
196,6845,168.75,2025-10-04 06:38:09.642991,Fraud
197,6885,354.29,2026-02-04 23:23:40.642991,Fraud
198,6907,605.78,2026-04-21 03:23:59.642991,Duplicate
199,6960,371.96,2026-01-10 06:54:56.642991,Duplicate
200,7009,216.98,2025-05-20 22:11:55.642991,Customer Request
201,7031,406.0,2025-05-23 12:10:08.642991,Customer Request
202,7040,665.43,2025-05-29 11:42:40.642991,Product Issue
203,7127,656.27,2025-12-03 22:04:53.642991,Fraud
204,7224,570.25,2025-10-28 21:27:08.642991,Customer Request
205,7233,391.6,2025-07-02 18:15:13.642991,Customer Request
206,7245,140.1,2025-08-05 17:28:55.642991,Duplicate
207,7247,451.28,2026-04-04 17:12:21.642991,Fraud
208,7263,88.31,2025-12-10 15:29:39.642991,Customer Request
209,7272,682.65,2025-10-25 20:17:05.642991,Customer Request
210,7286,453.43,2025-10-22 23:17:08.642991,Duplicate
211,7307,51.35,2025-12-01 10:47:21.642991,Customer Request
212,7320,347.99,2025-10-31 21:06:41.642991,Customer Request
213,7344,747.99,2025-11-13 23:30:17.642991,Product Issue
214,7354,497.96,2025-07-02 00:21:17.642991,Product Issue
215,7373,620.86,2026-03-28 11:41:18.642991,Duplicate
216,7379,230.72,2025-12-16 03:36:42.642991,Duplicate
217,7408,770.32,2026-01-12 17:33:05.642991,Fraud
218,7418,387.55,2025-07-29 03:07:44.642991,Product Issue
219,7423,196.29,2025-06-27 01:47:22.642991,Product Issue
220,7444,313.03,2026-02-02 05:10:10.642991,Fraud
221,7454,159.21,2025-10-29 13:25:55.642991,Fraud
222,7464,470.01,2026-02-17 13:29:00.642991,Duplicate
223,7520,117.8,2026-01-14 00:35:19.642991,Product Issue
224,7527,97.21,2025-05-12 08:49:52.642991,Customer Request
225,7609,424.59,2025-10-30 08:55:43.642991,Duplicate
226,7620,136.9,2026-03-26 23:26:28.642991,Customer Request
227,7621,212.76,2026-01-06 12:55:07.642991,Customer Request
228,7639,242.19,2026-01-16 08:33:37.642991,Duplicate
229,7645,641.91,2025-04-27 13:16:10.642991,Duplicate
230,7655,224.75,2025-05-20 09:13:49.642991,Customer Request
231,7674,205.58,2026-03-10 01:02:35.642991,Customer Request
232,7775,542.68,2026-03-26 06:35:47.642991,Fraud
233,7803,298.59,2026-02-10 07:10:06.642991,Duplicate
234,7805,699.65,2025-09-05 07:33:42.642991,Fraud
235,7872,507.28,2025-09-27 00:27:46.642991,Customer Request
236,7952,687.21,2026-02-06 07:40:03.642991,Fraud
237,7957,141.69,2025-07-03 02:03:22.642991,Duplicate
238,7968,527.91,2026-02-24 11:47:26.642991,Fraud
239,8135,448.61,2025-08-09 07:02:37.642991,Duplicate
240,8158,615.37,2025-10-29 13:16:34.642991,Duplicate
241,8214,555.35,2025-08-05 15:06:39.642991,Duplicate
242,8245,236.49,2025-10-18 08:03:13.642991,Fraud
243,8292,681.57,2025-05-23 05:18:38.642991,Fraud
244,8313,373.86,2025-05-08 12:17:44.642991,Fraud
245,8314,329.55,2025-07-11 20:26:53.642991,Fraud
246,8329,389.44,2025-12-25 20:11:35.642991,Fraud
247,8357,290.25,2025-12-08 13:43:37.642991,Customer Request
248,8378,254.5,2026-01-16 21:25:28.642991,Fraud
249,8391,639.45,2026-02-26 20:57:26.642991,Product Issue
250,8434,122.32,2026-03-14 08:41:49.642991,Duplicate
251,8475,506.87,2025-11-04 17:27:05.642991,Fraud
252,8499,482.72,2025-10-30 23:56:10.642991,Fraud
253,8560,86.14,2025-07-24 05:12:03.642991,Customer Request
254,8576,552.11,2025-06-05 11:25:14.642991,Duplicate
255,8582,620.58,2025-10-20 15:32:34.642991,Fraud
256,8628,215.31,2025-10-16 06:57:27.642991,Product Issue
257,8655,497.43,2025-11-27 13:15:51.642991,Customer Request
258,8662,315.27,2025-10-21 06:54:53.642991,Fraud
259,8714,202.11,2025-10-11 03:58:03.642991,Fraud
260,8731,619.32,2025-09-21 00:59:38.642991,Customer Request
261,8742,53.66,2026-01-21 11:37:56.642991,Fraud
262,8795,389.36,2025-08-06 21:39:11.642991,Fraud
263,8809,17.93,2025-07-08 11:27:01.642991,Fraud
264,8820,530.71,2026-03-10 13:40:32.642991,Product Issue
265,8837,270.46,2025-05-28 19:48:20.642991,Customer Request
266,8841,241.99,2025-07-28 21:19:53.642991,Duplicate
267,8916,482.14,2026-01-26 02:44:10.642991,Duplicate
268,8921,264.26,2026-03-28 02:51:53.642991,Duplicate
269,8961,14.01,2025-05-06 22:35:57.642991,Duplicate
270,8962,749.41,2025-11-27 00:22:00.642991,Duplicate
271,8965,299.32,2025-06-23 09:58:47.642991,Duplicate
272,9035,416.08,2025-10-03 07:05:28.642991,Customer Request
273,9055,160.83,2025-12-19 04:02:20.642991,Duplicate
274,9103,201.97,2025-07-03 06:26:44.642991,Product Issue
275,9123,344.57,2026-01-30 04:42:58.642991,Fraud
276,9128,147.23,2026-02-07 20:15:33.642991,Customer Request
277,9158,73.39,2025-07-08 05:29:26.642991,Product Issue
278,9279,182.17,2025-04-27 17:33:22.642991,Customer Request
279,9325,263.64,2025-10-04 10:16:38.642991,Product Issue
280,9327,552.11,2025-06-27 03:42:37.642991,Fraud
281,9342,436.96,2025-09-12 09:09:31.642991,Duplicate
282,9346,154.2,2026-02-17 23:00:29.642991,Fraud
283,9395,405.11,2025-12-04 20:40:32.642991,Fraud
284,9401,427.86,2025-11-30 00:05:21.642991,Customer Request
285,9409,467.33,2025-07-04 08:48:50.642991,Duplicate
286,9435,690.8,2025-12-29 01:55:15.642991,Duplicate
287,9494,421.25,2025-08-19 18:02:35.642991,Fraud
288,9526,553.67,2025-12-12 15:32:51.642991,Customer Request
289,9543,77.26,2025-09-16 19:22:01.642991,Product Issue
290,9590,621.62,2025-09-23 00:32:28.642991,Product Issue
291,9735,516.07,2026-04-03 04:33:27.642991,Product Issue
292,9755,214.62,2025-06-04 11:21:17.642991,Customer Request
293,9797,520.56,2025-05-25 17:59:08.642991,Product Issue
294,9814,744.01,2025-08-23 03:03:29.642991,Product Issue
295,9819,706.8,2026-01-16 17:21:40.642991,Fraud
296,9823,372.7,2026-03-09 21:39:34.642991,Fraud
297,9858,79.43,2025-12-02 23:19:06.642991,Customer Request
298,9912,134.67,2025-07-07 14:21:30.642991,Fraud
299,9926,33.83,2025-04-30 00:06:09.642991,Fraud
300,9999,475.71,2025-05-25 21:09:23.642991,Fraud
301,10057,398.82,2026-03-05 15:24:44.642991,Duplicate
302,10098,381.63,2025-11-16 07:34:39.642991,Product Issue
303,10137,274.83,2025-10-27 11:04:49.642991,Duplicate
304,10202,502.63,2025-04-29 14:33:04.642991,Duplicate
305,10216,440.02,2026-02-01 03:46:59.642991,Duplicate
306,10245,696.67,2025-12-01 08:06:03.642991,Customer Request
307,10254,174.06,2025-10-23 20:17:55.642991,Fraud
308,10304,401.72,2026-04-14 22:05:30.642991,Product Issue
309,10339,659.23,2025-11-02 01:25:16.642991,Product Issue
310,10355,597.95,2026-02-22 08:29:54.642991,Customer Request
311,10367,55.89,2025-12-27 01:09:51.642991,Fraud
312,10371,592.45,2025-11-19 03:02:07.642991,Duplicate
313,10393,3.33,2025-12-26 09:44:03.642991,Fraud
314,10404,285.49,2025-05-09 08:41:21.642991,Customer Request
315,10475,793.93,2026-03-15 22:00:13.642991,Customer Request
316,10476,592.25,2025-12-11 00:52:21.642991,Duplicate
317,10480,167.64,2025-06-05 19:02:09.642991,Product Issue
318,10493,151.74,2026-03-16 03:04:19.642991,Fraud
319,10521,599.65,2025-11-26 10:05:28.642991,Fraud
320,10526,462.9,2025-12-07 12:27:29.642991,Product Issue
321,10539,10.96,2025-10-31 14:49:23.642991,Product Issue
322,10594,299.69,2026-02-15 02:11:11.642991,Customer Request
323,10676,417.57,2025-10-30 14:57:51.642991,Product Issue
324,10686,193.58,2025-09-22 22:08:14.642991,Fraud
325,10714,213.72,2025-08-18 03:03:42.642991,Product Issue
326,10748,462.35,2025-12-06 12:58:53.642991,Duplicate
327,10771,540.89,2026-03-01 10:01:10.642991,Duplicate
328,10833,323.66,2026-01-21 14:18:04.642991,Duplicate
329,10946,31.38,2025-12-25 02:35:42.642991,Product Issue
330,11011,847.31,2025-06-26 22:37:39.642991,Customer Request
331,11028,46.95,2025-08-26 11:07:26.642991,Fraud
332,11058,466.08,2026-04-20 19:47:06.642991,Fraud
333,11080,614.48,2026-04-18 16:20:33.642991,Product Issue
334,11099,51.88,2025-10-15 16:43:26.642991,Fraud
335,11133,133.33,2026-01-09 10:40:13.642991,Duplicate
336,11134,324.53,2025-09-12 17:19:32.642991,Duplicate
337,11149,641.37,2026-03-31 01:02:24.642991,Customer Request
338,11156,437.13,2026-02-07 11:29:45.642991,Customer Request
339,11262,625.59,2025-06-10 22:33:28.642991,Product Issue
340,11333,67.29,2025-09-04 15:54:18.642991,Duplicate
341,11341,665.5,2025-07-20 08:53:03.642991,Product Issue
342,11346,505.16,2025-11-28 11:00:04.642991,Product Issue
343,11366,393.41,2026-04-19 02:45:35.642991,Customer Request
344,11377,718.45,2025-12-13 14:26:46.642991,Fraud
345,11392,154.99,2025-06-19 18:50:32.642991,Product Issue
346,11416,27.96,2026-01-06 17:38:05.642991,Fraud
347,11450,151.84,2025-09-09 06:43:46.642991,Customer Request
348,11484,123.26,2025-10-26 20:37:35.642991,Customer Request
349,11514,711.6,2025-11-27 20:48:17.642991,Customer Request
350,11545,55.78,2025-09-15 04:45:33.642991,Product Issue
351,11586,490.79,2026-02-16 23:20:06.642991,Duplicate
352,11614,649.18,2025-05-07 01:00:01.642991,Customer Request
353,11630,323.61,2025-12-23 01:06:27.642991,Product Issue
354,11674,500.68,2026-03-25 15:06:00.642991,Customer Request
355,11683,17.63,2025-08-24 20:17:32.642991,Product Issue
356,11708,294.03,2025-09-19 05:17:13.642991,Duplicate
357,11721,430.32,2025-09-14 19:08:48.642991,Fraud
358,11751,680.14,2025-08-21 21:56:50.642991,Duplicate
359,11791,433.48,2026-01-09 16:27:36.642991,Customer Request
360,11810,638.2,2025-05-13 22:58:53.642991,Duplicate
361,11812,319.2,2025-12-04 05:33:27.642991,Product Issue
362,11908,287.27,2026-03-20 00:56:27.642991,Duplicate
363,11958,162.5,2026-04-08 15:59:38.642991,Fraud
364,12023,359.12,2025-12-10 10:19:04.642991,Customer Request
365,12034,382.77,2026-01-15 15:32:26.642991,Fraud
366,12069,40.0,2026-04-11 05:59:29.642991,Fraud
367,12106,117.41,2025-05-08 15:45:26.642991,Fraud
368,12112,13.4,2025-11-02 10:51:27.642991,Fraud
369,12162,66.59,2025-07-31 10:25:51.642991,Customer Request
370,12234,680.71,2026-02-19 20:11:18.642991,Duplicate
371,12275,204.04,2025-10-17 15:21:52.642991,Customer Request
372,12277,337.95,2025-07-30 22:26:54.642991,Customer Request
373,12278,110.24,2025-09-16 01:13:50.642991,Fraud
374,12321,194.57,2025-08-02 00:12:38.642991,Duplicate
375,12331,50.53,2025-11-28 19:26:17.642991,Duplicate
376,12343,853.29,2025-06-15 17:32:11.642991,Product Issue
377,12369,586.12,2026-02-15 06:14:50.642991,Fraud
378,12376,256.62,2025-06-28 13:43:04.642991,Fraud
379,12455,500.86,2026-01-15 02:14:54.642991,Fraud
380,12464,298.67,2025-08-29 03:33:11.642991,Customer Request
381,12608,533.44,2025-06-06 07:09:42.642991,Product Issue
382,12622,327.3,2025-05-27 06:06:17.642991,Customer Request
383,12630,595.61,2025-07-04 05:30:17.642991,Duplicate
384,12679,85.55,2026-01-05 22:19:29.642991,Product Issue
385,12682,224.14,2026-02-01 09:56:30.642991,Customer Request
386,12724,361.95,2025-10-22 11:23:47.642991,Product Issue
387,12758,336.19,2026-03-21 01:38:02.642991,Fraud
388,12763,191.58,2026-02-03 10:06:11.642991,Customer Request
389,12787,230.04,2025-08-26 03:53:38.642991,Product Issue
390,12867,179.96,2025-05-02 12:56:47.642991,Customer Request
391,12882,123.57,2025-09-03 15:52:23.642991,Customer Request
392,12973,408.91,2025-09-17 03:18:56.642991,Customer Request
393,13012,678.21,2025-08-25 18:08:54.642991,Duplicate
394,13030,829.37,2026-03-01 19:50:11.642991,Customer Request
395,13052,609.26,2025-11-16 11:19:57.642991,Product Issue
396,13145,130.58,2025-12-25 06:57:31.642991,Duplicate
397,13200,32.98,2026-03-30 03:43:27.642991,Product Issue
398,13281,226.74,2025-10-29 08:50:47.642991,Fraud
399,13299,62.95,2025-12-28 16:11:48.642991,Duplicate
400,13322,522.67,2026-01-10 20:56:48.642991,Customer Request
401,13347,137.66,2025-11-21 22:13:09.642991,Customer Request
402,13348,494.46,2025-12-05 12:38:27.642991,Fraud
403,13349,524.5,2026-02-13 17:26:32.642991,Customer Request
404,13355,414.78,2025-10-27 07:04:02.642991,Product Issue
405,13472,333.76,2025-08-21 19:09:16.642991,Product Issue
406,13488,94.2,2025-11-20 06:09:08.642991,Product Issue
407,13493,766.57,2025-05-11 17:29:15.642991,Duplicate
408,13519,319.13,2025-11-09 16:33:46.642991,Customer Request
409,13611,403.34,2025-04-28 18:32:36.642991,Duplicate
410,13673,238.1,2026-02-09 04:56:01.642991,Customer Request
411,13680,549.88,2025-07-23 00:44:47.642991,Customer Request
412,13754,235.22,2025-12-24 08:07:34.642991,Customer Request
413,13807,505.67,2025-05-16 18:37:34.642991,Fraud
414,13810,193.69,2025-12-24 16:25:35.642991,Duplicate
415,13937,218.58,2025-12-01 08:21:46.642991,Fraud
416,13983,864.04,2025-08-16 08:19:25.642991,Customer Request
417,14012,519.69,2026-04-14 03:49:14.642991,Product Issue
418,14022,128.77,2025-06-07 14:15:48.642991,Customer Request
419,14025,322.15,2025-07-16 03:30:41.642991,Fraud
420,14077,635.1,2025-06-13 14:38:10.642991,Duplicate
421,14101,325.06,2025-11-05 03:07:55.642991,Product Issue
422,14164,572.89,2026-03-03 22:28:56.642991,Duplicate
423,14186,509.27,2026-02-24 16:49:38.642991,Product Issue
424,14190,632.56,2025-06-02 17:11:47.642991,Duplicate
425,14222,229.94,2025-08-19 19:15:31.642991,Duplicate
426,14243,723.27,2026-01-31 09:56:10.642991,Customer Request
427,14303,480.99,2025-05-08 00:10:00.642991,Product Issue
428,14323,277.03,2025-07-07 15:24:03.642991,Customer Request
429,14367,280.2,2025-06-25 11:38:01.642991,Customer Request
430,14369,591.1,2025-06-14 15:36:27.642991,Fraud
431,14384,141.47,2026-03-09 03:18:05.642991,Product Issue
432,14498,46.8,2025-12-29 14:37:32.642991,Duplicate
433,14510,78.44,2025-05-10 04:02:33.642991,Duplicate
434,14511,427.07,2025-04-29 16:02:12.642991,Customer Request
435,14531,737.2,2025-10-25 08:01:00.642991,Product Issue
436,14547,573.73,2025-06-29 22:03:23.642991,Product Issue
437,14564,268.02,2025-07-18 10:46:30.642991,Product Issue
438,14577,260.46,2025-06-04 10:03:36.642991,Fraud
439,14602,844.07,2026-03-10 03:49:08.642991,Customer Request
440,14648,554.9,2025-10-20 16:03:31.642991,Customer Request
441,14652,156.16,2026-03-08 01:05:56.642991,Customer Request
442,14690,101.5,2026-04-03 19:07:37.642991,Fraud
443,14746,120.38,2025-08-11 12:17:00.642991,Duplicate
444,14861,219.6,2025-11-26 04:54:45.642991,Product Issue
445,14870,291.55,2025-09-18 04:34:46.642991,Fraud
446,14893,239.19,2025-10-03 23:40:55.642991,Customer Request
447,14982,333.07,2025-08-01 16:53:16.642991,Customer Request
448,15083,105.12,2025-04-29 04:33:53.642991,Duplicate
449,15091,294.26,2025-05-11 18:06:52.642991,Product Issue
450,15127,499.2,2025-06-03 09:40:40.642991,Product Issue
451,15129,554.68,2025-10-19 22:45:12.642991,Customer Request
452,15133,845.31,2026-02-01 03:29:57.642991,Product Issue
453,15152,865.2,2026-01-06 09:07:39.642991,Fraud
454,15196,502.98,2025-07-10 06:12:22.642991,Fraud
